"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"05/2022";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"4.720.545,59";"27.940.038,98";"28.130.162,49";"3.866.504,40";
"07/2022";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"6.711.166,33";"29.042.598,78";"31.895.367,90";"9.722.532,54";
"08/2022";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"6.089.851,02";"29.194.826,31";"28.550.754,93";"1.772.714,96";
"04/2022";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"25.612.728,72";"26.713.600,40";"26.609.136,43";"4.420.171,44";
"03/2022";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"2.981.041,68";"26.293.463,04";"25.703.567,63";"4.245.504,86";
"02/2022";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"3.588.420,89";"25.056.337,48";"24.458.840,89";"4.491.181,28";
"09/2022";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"1.254.353,69";"1.388.053,44";"16.820.399,34";"450.169,28";
"01/2022";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"103.897.851,00";"33.893.308,35";"11.442.984,80";"41.216.428,00";
"06/2022";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"8.143.890,45";"44.218.015,23";"37.241.972,16";"1.433.446,68";
"02/2022";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"3.661.768,08";"34.396.072,93";"33.819.619,93";"3.698.756,73";
"07/2022";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"219.596.466,17";"37.782.525,49";"44.099.573,81";"1.018.281,08";
"05/2022";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"12.685.800,36";"36.894.802,14";"38.001.039,91";"1.893.387,94";
"04/2022";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"117.073.236,01";"37.443.230,25";"36.232.201,23";"813.247,28";
"03/2022";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"3.876.210,44";"36.622.667,20";"36.460.741,04";"2.128.917,01";
"08/2022";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"6.010.511,37";"40.751.335,63";"38.173.494,07";"485.072,95";
"09/2022";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"616.998,61";"943.130,76";"26.199.725,37";"94.298,17";
"08/2022";"25000 - Ministério da Economia";"30204 - Instituto Nacional da Propriedade Industrial";"1.588.941,94";"27.555.192,49";"27.458.559,77";"0,00";
"09/2022";"25000 - Ministério da Economia";"30204 - Instituto Nacional da Propriedade Industrial";"22.961,10";"1.158.503,03";"17.610.291,18";"0,00";
"03/2022";"25000 - Ministério da Economia";"30204 - Instituto Nacional da Propriedade Industrial";"6.634.396,29";"29.694.185,61";"29.921.700,06";"123.154,36";
"06/2022";"25000 - Ministério da Economia";"30204 - Instituto Nacional da Propriedade Industrial";"15.144.976,63";"33.784.041,45";"26.517.031,08";"20.433,16";
"02/2022";"25000 - Ministério da Economia";"30204 - Instituto Nacional da Propriedade Industrial";"5.658.637,94";"27.182.666,28";"27.323.717,08";"2.267.155,70";
"07/2022";"25000 - Ministério da Economia";"30204 - Instituto Nacional da Propriedade Industrial";"82.488.880,76";"29.254.912,49";"36.245.284,07";"111.628,65";
"05/2022";"25000 - Ministério da Economia";"30204 - Instituto Nacional da Propriedade Industrial";"4.539.468,12";"26.149.906,38";"27.222.435,44";"10.514,54";
"04/2022";"25000 - Ministério da Economia";"30204 - Instituto Nacional da Propriedade Industrial";"8.214.859,34";"28.195.005,64";"27.352.995,22";"78.015,33";
"01/2022";"25000 - Ministério da Economia";"30204 - Instituto Nacional da Propriedade Industrial";"180.613.061,62";"24.384.129,46";"7.519.210,68";"22.464.262,95";
"08/2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"9.163.461,02";"110.808.971,33";"110.644.061,50";"7.011.384,20";
"01/2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"1.216.016.679,93";"91.232.252,07";"20.150.842,70";"90.485.254,54";
"03/2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"24.044.704,34";"103.834.487,75";"101.518.752,28";"22.455.165,91";
"06/2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"21.727.017,11";"144.143.558,74";"112.882.019,63";"34.676.588,50";
"04/2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"90.797.543,66";"104.532.239,33";"107.617.843,31";"59.309.941,55";
"07/2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"29.082.224,24";"107.377.404,94";"141.340.163,29";"18.630.854,99";
"05/2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"73.448.197,65";"110.905.068,27";"109.430.700,01";"24.773.451,62";
"09/2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"537.329,54";"3.895.159,13";"75.154.470,31";"1.493.975,89";
"02/2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"11.530.765,43";"97.111.044,15";"92.400.080,57";"3.530.265,07";
"05/2022";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"106.970.421,66";"56.939.399,53";"56.128.282,92";"29.019.165,57";
"03/2022";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"743.020,61";"17.401.971,39";"17.461.739,82";"88.991.439,97";
"06/2022";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"452.144.057,61";"37.735.948,12";"35.582.309,86";"32.307.452,87";
"08/2022";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"29.505.415,61";"23.860.729,87";"23.770.904,60";"13.648.438,15";
"07/2022";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"126.586.794,61";"25.021.700,73";"27.924.957,73";"39.607.894,00";
"02/2022";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"67.601.689,32";"9.564.213,70";"9.657.603,57";"48.661.111,06";
"04/2022";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"76.175.849,64";"18.689.021,78";"18.795.623,93";"36.431.582,04";
"09/2022";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"1.393.134,75";"1.979.564,59";"6.479.718,57";"0,00";
"01/2022";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"91.737.443,78";"7.026.660,80";"2.382.924,45";"89.521.985,00";
"08/2022";"25000 - Ministério da Economia";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"23.925.720,71";"35.894.842,32";"37.045.868,19";"1.574.563,39";
"04/2022";"25000 - Ministério da Economia";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"64.610.267,37";"56.499.642,63";"56.587.679,21";"434.771,36";
"05/2022";"25000 - Ministério da Economia";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"59.720.263,02";"57.632.582,21";"57.633.439,10";"352.872,24";
"07/2022";"25000 - Ministério da Economia";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"65.871.352,59";"55.832.956,37";"62.681.115,02";"120.048,26";
"09/2022";"25000 - Ministério da Economia";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"- 700.917,96";"1.901.472,67";"18.888.071,07";"339,98";
"03/2022";"25000 - Ministério da Economia";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"57.119.798,58";"59.364.720,31";"72.950.730,02";"1.776.793,69";
"06/2022";"25000 - Ministério da Economia";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"64.588.267,96";"65.351.669,38";"55.829.095,48";"352.492,60";
"02/2022";"25000 - Ministério da Economia";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"53.322.774,46";"50.183.478,60";"36.049.216,55";"1.945.656,15";
"01/2022";"25000 - Ministério da Economia";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"47.697.866,20";"44.813.092,94";"29.551.524,94";"32.528.567,96";
"04/2022";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"7.205.120,91";"1.169.622,11";"1.434.124,75";"235.662,88";
"09/2022";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"428.000,00";"292.557,02";"803.174,22";"116.768,70";
"05/2022";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"1.295.102,79";"2.619.472,53";"2.182.276,77";"54.619,28";
"03/2022";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"- 209.141,99";"2.239.103,44";"1.942.196,41";"895.800,14";
"08/2022";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"378.600,78";"1.772.462,96";"1.821.193,86";"2.172.089,88";
"06/2022";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"2.627.049,21";"1.344.927,93";"1.770.451,81";"888.451,79";
"07/2022";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"166.539,39";"2.143.162,69";"1.925.716,84";"155.235,85";
"01/2022";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"10.213.202,35";"234.223,36";"65.307,60";"1.422.146,61";
"02/2022";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"2.697.619,65";"1.330.568,45";"1.201.658,23";"1.534.460,79";
"08/2022";"40000 - Ministério do Trabalho";"37202 - Instituto Nacional do Seguro Social ";"1.193.960.219,58";"7.526.290.460,34";"7.610.847.859,44";"4.058.428,35";
"01/2022";"40000 - Ministério do Trabalho";"37202 - Instituto Nacional do Seguro Social ";"77.112.872.501,68";"6.862.302.144,31";"3.478.380.347,38";"3.264.800.263,60";
"07/2022";"40000 - Ministério do Trabalho";"37202 - Instituto Nacional do Seguro Social ";"384.849.604,16";"8.124.433.510,63";"8.235.488.416,10";"3.083.702,30";
"09/2022";"40000 - Ministério do Trabalho";"37202 - Instituto Nacional do Seguro Social ";"8.540.024,53";"165.541.562,98";"3.879.681.080,01";"115.689,08";
"05/2022";"40000 - Ministério do Trabalho";"37202 - Instituto Nacional do Seguro Social ";"701.494.233,70";"7.269.085.086,43";"7.121.996.587,17";"10.109.476,34";
"06/2022";"40000 - Ministério do Trabalho";"37202 - Instituto Nacional do Seguro Social ";"3.670.860.476,98";"7.730.732.846,96";"7.348.465.537,74";"3.509.289,28";
"04/2022";"40000 - Ministério do Trabalho";"37202 - Instituto Nacional do Seguro Social ";"496.454.345,02";"7.128.046.624,40";"7.085.544.460,41";"6.254.317,43";
"02/2022";"40000 - Ministério do Trabalho";"37202 - Instituto Nacional do Seguro Social ";"708.730.089,32";"7.034.913.748,38";"7.014.775.034,08";"28.625.781,15";
"03/2022";"40000 - Ministério do Trabalho";"37202 - Instituto Nacional do Seguro Social ";"104.728.382,81";"7.114.851.597,98";"7.186.355.491,28";"14.570.859,74";
"03/2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22000 - Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"321.378.941,77";"304.249.032,48";"314.067.710,86";"91.019.229,07";
"05/2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22000 - Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"637.548.868,66";"309.709.146,21";"306.913.731,17";"115.449.075,36";
"07/2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22000 - Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"580.817.285,05";"517.641.519,28";"643.920.953,01";"106.284.100,47";
"02/2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22000 - Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"293.619.494,34";"300.444.592,67";"283.789.912,99";"10.971.314,91";
"06/2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22000 - Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"1.234.720.302,51";"1.090.780.687,48";"854.679.660,92";"311.591.103,53";
"01/2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22000 - Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"324.154.905,66";"276.164.507,98";"63.593.954,08";"317.896.179,87";
"04/2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22000 - Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"591.271.960,23";"312.431.973,78";"312.352.423,09";"107.847.745,45";
"09/2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22000 - Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"7.848.932,30";"15.295.206,12";"278.325.389,45";"491.433,42";
"08/2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22000 - Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"291.529.671,03";"314.842.760,77";"358.061.916,19";"25.422.686,30";
"09/2022";"55000 - Ministério da Cidadania";"55000 - Ministério da Cidadania - Unidades com vínculo direto";"19.478.916,60";"33.448.723,06";"41.558.184,01";"8.099.673,90";
"05/2022";"55000 - Ministério da Cidadania";"55000 - Ministério da Cidadania - Unidades com vínculo direto";"466.057.602,87";"7.486.757.917,62";"7.486.791.945,44";"132.184.167,81";
"02/2022";"55000 - Ministério da Cidadania";"55000 - Ministério da Cidadania - Unidades com vínculo direto";"54.810.537.176,65";"7.619.925.861,97";"7.619.208.342,54";"470.452.491,51";
"07/2022";"55000 - Ministério da Cidadania";"55000 - Ministério da Cidadania - Unidades com vínculo direto";"227.814.745,73";"7.495.304.429,12";"7.501.474.808,26";"76.726.780,85";
"01/2022";"55000 - Ministério da Cidadania";"55000 - Ministério da Cidadania - Unidades com vínculo direto";"34.655.629.725,06";"7.171.548.348,62";"7.163.037.844,52";"2.535.667.937,89";
"08/2022";"55000 - Ministério da Cidadania";"55000 - Ministério da Cidadania - Unidades com vínculo direto";"26.586.276.914,21";"12.619.886.115,75";"12.621.385.852,51";"759.756.429,14";
"03/2022";"55000 - Ministério da Cidadania";"55000 - Ministério da Cidadania - Unidades com vínculo direto";"93.613.649,73";"7.478.737.795,73";"7.476.153.248,78";"433.133.455,37";
"04/2022";"55000 - Ministério da Cidadania";"55000 - Ministério da Cidadania - Unidades com vínculo direto";"1.982.669.573,17";"7.767.095.635,40";"7.768.786.611,06";"105.758.625,59";
"06/2022";"55000 - Ministério da Cidadania";"55000 - Ministério da Cidadania - Unidades com vínculo direto";"563.402.279,05";"7.766.475.034,25";"7.752.274.778,65";"448.546.517,69";
"06/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto";"97.119.794,87";"245.641.180,28";"188.786.196,33";"9.291.558,33";
"05/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto";"- 9.200.691,95";"392.734.338,48";"604.788.331,47";"9.043.197,27";
"07/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto";"101.351.199,89";"180.049.351,68";"240.546.104,14";"11.914.603,81";
"01/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto";"2.071.837.522,62";"153.361.347,99";"30.607.900,75";"315.591.880,28";
"08/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto";"- 18.085.727,90";"255.103.048,09";"255.690.740,14";"5.654.072,73";
"09/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto";"- 2.521.421,52";"10.504.057,53";"130.924.084,01";"1.334.841,42";
"04/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto";"907.217.832,12";"597.595.908,43";"392.619.381,32";"13.251.760,31";
